id,rezervacija_id,naziv,davatelj,opis,cijena
10,435,"Senior Plan",WanderSafe,"The Senior Plan is designed specifically for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",0.00
41,148,"Adventure Plan",Safeguard,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",195.50
17,239,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
26,237,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
19,181,"Premier Plan",SecureJourney,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",155.43
30,50,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
20,312,"Business Travel Plan",SecureJourney,"The Business Travel Plan is designed for business travelers, providing specialized coverage for trip cancellation, emergency medical expenses, and rental car protection.",193.37
42,19,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
39,414,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
9,374,"Annual Travel Plan",WanderSafe,"The Annual Travel Plan offers year-round coverage for unlimited trips, including benefits such as trip cancellation, medical emergencies, and lost luggage.",854.11
31,18,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
32,1,"Basic Plan",GuardianTravel,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",78.99
12,127,"Student Plan",WanderSafe,"The Student Plan is tailored for student travelers, providing coverage for trip cancellation, medical emergencies, and study interruption.",60.97
3,509,"Basic Plan",TravelShield,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and baggage delay.",63.34
11,44,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
26,473,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
12,513,"Student Plan",WanderSafe,"The Student Plan is tailored for student travelers, providing coverage for trip cancellation, medical emergencies, and study interruption.",60.97
13,320,"Silver Plan",VoyageSure,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",102.37
31,472,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
14,305,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
43,92,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
43,500,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
45,336,"Premier Plan",ExcursionGuard,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",242.09
31,137,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
23,384,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
46,206,"Family Plan",ExcursionGuard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",788.64
19,11,"Premier Plan",SecureJourney,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",155.43
18,211,"Standard Plan",SecureJourney,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",142.24
34,449,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
42,400,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
43,228,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
14,507,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
28,298,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
23,379,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
32,514,"Basic Plan",GuardianTravel,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",78.99
48,90,"Premium Plan",JourneyPro,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",333.38
13,455,"Silver Plan",VoyageSure,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",102.37
38,528,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
24,451,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
23,481,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
7,169,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
40,141,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
43,494,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
24,365,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
19,81,"Premier Plan",SecureJourney,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",155.43
5,363,"Family Plan",TravelShield,"The Family Plan provides coverage for the entire family, including children, with discounted rates.",400.00
38,224,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
12,316,"Student Plan",WanderSafe,"The Student Plan is tailored for student travelers, providing coverage for trip cancellation, medical emergencies, and study interruption.",60.97
30,398,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
41,350,"Adventure Plan",Safeguard,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",195.50
47,369,"Basic Plan",JourneyPro,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",296.45
43,487,"Premier Plan",RoamingProtector,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",70.79
4,138,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
33,328,"Premier Plan",GuardianTravel,"The Premier Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",152.87
17,247,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
27,212,"Plan A",TravelTrust,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",38.48
2,42,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
10,146,"Senior Plan",WanderSafe,"The Senior Plan is designed specifically for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",0.00
36,527,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
1,437,"Plan A",GlobalGuard,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",186.35
4,190,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
26,426,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
41,516,"Adventure Plan",Safeguard,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",195.50
45,271,"Premier Plan",ExcursionGuard,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",242.09
36,323,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
7,291,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
24,275,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
27,24,"Plan A",TravelTrust,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",38.48
39,411,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
25,253,"Basic Plan",SafeHaven,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",73.12
37,348,"Basic Plan",Safeguard,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",134.25
49,108,"Adventure Plan",JourneyPro,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",380.52
26,69,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
42,442,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
12,512,"Student Plan",WanderSafe,"The Student Plan is tailored for student travelers, providing coverage for trip cancellation, medical emergencies, and study interruption.",60.97
22,173,"Essential Plan",ExploreAssure,"The Essential Plan provides basic coverage for trip cancellation, medical emergencies, and lost baggage.",227.81
46,161,"Family Plan",ExcursionGuard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",788.64
17,506,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
21,269,"Adventure Plan",SecureJourney,"The Adventure Plan offers coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",222.22
31,480,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
18,180,"Standard Plan",SecureJourney,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",142.24
39,201,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
33,10,"Premier Plan",GuardianTravel,"The Premier Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",152.87
31,344,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
2,346,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
42,497,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
44,519,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
17,418,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
42,490,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
2,382,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
11,134,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
17,17,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
7,219,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
17,96,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
44,279,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
26,55,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
47,128,"Basic Plan",JourneyPro,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",296.45
6,501,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
19,244,"Premier Plan",SecureJourney,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",155.43
6,469,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
42,433,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
14,80,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
38,485,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
5,422,"Family Plan",TravelShield,"The Family Plan provides coverage for the entire family, including children, with discounted rates.",400.00
45,349,"Premier Plan",ExcursionGuard,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",242.09
13,498,"Silver Plan",VoyageSure,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",102.37
14,188,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
15,243,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
40,370,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
4,129,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
35,159,"Silver Plan",AdventureCover,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",272.82
17,383,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
11,390,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
36,483,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
26,225,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
44,440,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
11,333,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
8,175,"Family Plus Plan",WanderSafe,"The Family Plus Plan provides comprehensive coverage for the whole family, including children, with additional benefits like trip interruption, emergency medical expenses, and baggage protection.",199.63
42,234,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
6,84,"Business Plan",TravelShield,"The Business Plan offers specialized coverage for business travelers, including trip cancellation and emergency medical expenses.",153.43
40,330,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
22,15,"Essential Plan",ExploreAssure,"The Essential Plan provides basic coverage for trip cancellation, medical emergencies, and lost baggage.",227.81
15,170,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
48,296,"Premium Plan",JourneyPro,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",333.38
18,163,"Standard Plan",SecureJourney,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",142.24
34,445,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
31,315,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
42,111,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
4,342,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
11,488,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
15,307,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
16,468,"Basic Coverage",SafeTravels,"The Basic Coverage plan includes essential benefits such as trip cancellation, medical emergencies, and baggage delay.",94.23
9,491,"Annual Travel Plan",WanderSafe,"The Annual Travel Plan offers year-round coverage for unlimited trips, including benefits such as trip cancellation, medical emergencies, and lost luggage.",854.11
19,144,"Premier Plan",SecureJourney,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",155.43
35,182,"Silver Plan",AdventureCover,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",272.82
28,79,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
38,432,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
44,393,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
28,292,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
34,151,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
44,5,"Standard Plan",ExcursionGuard,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",162.11
32,406,"Basic Plan",GuardianTravel,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and lost baggage.",78.99
29,93,"Plan C",TravelTrust,"Plan C offers additional benefits such as trip delay, missed connection coverage, and emergency medical evacuation.",93.33
27,223,"Plan A",TravelTrust,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",38.48
1,334,"Plan A",GlobalGuard,"Plan A offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",186.35
31,250,"Plan E",TravelTrust,"Plan E is designed for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",100.00
40,9,"Business Plan",Safeguard,"The Business Plan offers specialized coverage for business travelers, including trip cancellation, emergency medical expenses, and rental car protection.",201.05
3,28,"Basic Plan",TravelShield,"The Basic Plan includes coverage for trip cancellation, medical emergencies, and baggage delay.",63.34
39,48,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
19,521,"Premier Plan",SecureJourney,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",155.43
39,495,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
18,416,"Standard Plan",SecureJourney,"The Standard Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",142.24
39,504,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
30,428,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
19,252,"Premier Plan",SecureJourney,"The Premier Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",155.43
42,297,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
42,367,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
2,294,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
11,12,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
46,417,"Family Plan",ExcursionGuard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",788.64
41,40,"Adventure Plan",Safeguard,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",195.50
7,32,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
9,120,"Annual Travel Plan",WanderSafe,"The Annual Travel Plan offers year-round coverage for unlimited trips, including benefits such as trip cancellation, medical emergencies, and lost luggage.",854.11
34,353,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
28,102,"Plan B",TravelTrust,"Plan B provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",52.81
11,191,"Group Plan",WanderSafe,"The Group Plan offers coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",190.68
9,78,"Annual Travel Plan",WanderSafe,"The Annual Travel Plan offers year-round coverage for unlimited trips, including benefits such as trip cancellation, medical emergencies, and lost luggage.",854.11
49,441,"Adventure Plan",JourneyPro,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",380.52
24,67,"Annual Multi-Trip Plan",ExploreAssure,"The Annual Multi-Trip Plan provides year-round coverage for unlimited trips, including benefits like trip cancellation, medical emergencies, and lost luggage.",732.00
13,204,"Silver Plan",VoyageSure,"The Silver Plan offers comprehensive coverage for trip cancellation, medical emergencies, and lost baggage.",102.37
49,351,"Adventure Plan",JourneyPro,"The Adventure Plan provides coverage for adventure sports and activities, including benefits such as trip cancellation, medical emergencies, and equipment protection.",380.52
5,361,"Family Plan",TravelShield,"The Family Plan provides coverage for the entire family, including children, with discounted rates.",400.00
8,150,"Family Plus Plan",WanderSafe,"The Family Plus Plan provides comprehensive coverage for the whole family, including children, with additional benefits like trip interruption, emergency medical expenses, and baggage protection.",199.63
10,54,"Senior Plan",WanderSafe,"The Senior Plan is designed specifically for senior travelers, providing coverage for trip cancellation, medical emergencies, and pre-existing conditions.",0.00
4,82,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
17,135,"Comprehensive Coverage",SafeTravels,"The Comprehensive Coverage plan provides extensive protection for trip cancellation, emergency medical expenses, and lost luggage.",117.99
20,246,"Business Travel Plan",SecureJourney,"The Business Travel Plan is designed for business travelers, providing specialized coverage for trip cancellation, emergency medical expenses, and rental car protection.",193.37
26,267,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
33,88,"Premier Plan",GuardianTravel,"The Premier Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",152.87
30,463,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
22,106,"Essential Plan",ExploreAssure,"The Essential Plan provides basic coverage for trip cancellation, medical emergencies, and lost baggage.",227.81
15,47,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
38,238,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
2,452,"Plan B",GlobalGuard,"Plan B provides enhanced benefits with higher coverage limits for trip interruption and emergency medical expenses.",292.42
39,140,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
38,378,"Comprehensive Plan",Safeguard,"The Comprehensive Plan offers comprehensive protection with higher coverage limits for trip interruption, emergency medical expenses, and lost luggage.",187.29
5,157,"Family Plan",TravelShield,"The Family Plan provides coverage for the entire family, including children, with discounted rates.",400.00
7,194,"Explorer Plan",WanderSafe,"The Explorer Plan is ideal for adventurous travelers, offering coverage for extreme sports and activities, trip cancellation, and medical emergencies.",84.67
16,462,"Basic Coverage",SafeTravels,"The Basic Coverage plan includes essential benefits such as trip cancellation, medical emergencies, and baggage delay.",94.23
39,300,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
15,515,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
15,335,"Platinum Plan",VoyageSure,"The Platinum Plan offers deluxe coverage with additional benefits like trip delay, missed connection coverage, and rental car protection.",202.52
4,489,"Premium Plan",TravelShield,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and lost luggage.",183.60
26,57,"Premium Plan",SafeHaven,"The Premium Plan offers higher limits for trip interruption, emergency medical expenses, and baggage protection.",95.82
30,3,"Plan D",TravelTrust,"Plan D provides comprehensive coverage with higher limits for trip cancellation, emergency medical expenses, and lost luggage.",127.49
42,511,"Basic Plan",RoamingProtector,"The Basic Plan includes essential coverage for trip cancellation, medical emergencies, and lost baggage.",45.82
14,221,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
23,251,"Deluxe Plan",ExploreAssure,"The Deluxe Plan offers comprehensive coverage with higher limits for trip interruption, emergency medical expenses, and baggage protection.",288.88
39,43,"Family Plan",Safeguard,"The Family Plan provides coverage for the whole family, including children, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",418.66
36,186,"Gold Plan",AdventureCover,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",299.21
34,448,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
14,396,"Gold Plan",VoyageSure,"The Gold Plan provides enhanced benefits with higher coverage limits for trip interruption, emergency medical expenses, and baggage protection.",152.63
8,306,"Family Plus Plan",WanderSafe,"The Family Plus Plan provides comprehensive coverage for the whole family, including children, with additional benefits like trip interruption, emergency medical expenses, and baggage protection.",199.63
34,248,"Group Plan",GuardianTravel,"The Group Plan provides coverage for groups of travelers, with benefits like trip cancellation, emergency medical expenses, and baggage protection.",254.23
